match_file,season,event_id,player_id,player_name,contestant_id,type_id,period_id,time_min,x,y,y_sym,distance,log_distance,angle,angle_sin,opta_distance,opta_angle,in_six_yard,in_penalty_box,central_y,dist_to_post,is_header,is_right_foot,is_left_foot,is_volley,is_deflected,is_first_time,is_big_chance,is_fast_break,is_from_corner,is_free_kick,is_penalty,is_set_piece,is_open_play,is_goal,is_on_target,is_blocked,xg,xg_index
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,1333875481,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,mjejb0x57ms54j9ry6s8njwh,15,1,2,87.0,64.3,14.299999999999997,19.325889371514055,2.9614456152263675,24.808075545359884,0.41958002484491996,,,0,1,0,8.299999999999997,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,781473626,xhbmqvlmvk0gguvc9u806itx,S. van de Sanden,mjejb0x57ms54j9ry6s8njwh,15,1,8,92.5,41.9,8.100000000000001,11.039021695784461,2.4014364224101743,46.34857683477742,0.7235526338706397,1.3,,0,1,0,2.1000000000000014,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,799146614,xhbmqvlmvk0gguvc9u806itx,S. van de Sanden,mjejb0x57ms54j9ry6s8njwh,15,1,11,92.0,38.3,11.700000000000003,14.173566946961518,2.651378747287029,30.208234604876342,0.5031441558455781,7.0,,0,1,0,5.700000000000003,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,2145488104,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,mjejb0x57ms54j9ry6s8njwh,15,1,12,74.0,57.0,7.0,26.92582403567252,3.2930858274273374,24.3624530153122,0.4125075533080446,,,0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,281302049,amox5xqwe8gybft16wa7qbufp,S. Ingle,mjejb0x57ms54j9ry6s8njwh,15,1,12,95.0,35.5,14.5,15.337861650177967,2.7303243892327447,16.758583915380054,0.2883397259290145,32.3,,0,1,0,8.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.0,0.0
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,175487452,e14gdlufqnznhgstujxv0ecwl,M. van den Berg,mjejb0x57ms54j9ry6s8njwh,15,1,13,94.1,63.7,13.700000000000003,14.916433890176302,2.702463550803148,20.787997061229188,0.354911117237208,29.2,,0,1,0,7.700000000000003,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.0,0.0
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,2079822491,xhbmqvlmvk0gguvc9u806itx,S. van de Sanden,mjejb0x57ms54j9ry6s8njwh,15,1,14,84.9,51.6,1.6000000000000014,15.184531602917485,2.7202772519842604,42.96226000522058,0.6815164788494837,,,0,1,1,4.399999999999999,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0.0,0.0
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,2112509179,xhbmqvlmvk0gguvc9u806itx,S. van de Sanden,mjejb0x57ms54j9ry6s8njwh,13,1,14,83.3,44.5,5.5,17.5823775411632,2.8668971243620867,36.26711264605262,0.5915504844229555,56.9,,0,1,1,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1409691572189331,14.09691572189331
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,1547508968,,,f4tectnuzt61j2n7bkojj3rrb,13,1,16,74.3,70.3,20.299999999999997,32.750267174482715,3.4889111200474567,16.5686277421113,0.2851635958518772,1.4,,0,0,0,14.299999999999997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06358381360769272,6.358381360769272
2016-08-27_Liverpool FCW - Doncaster Rovers Belles LFC.json,WSL 2016,1209094389,72i4kj571vw96w00absieqrpx,K. Ómarsdottir,f4tectnuzt61j2n7bkojj3rrb,13,1,16,76.0,70.5,20.5,31.56342820417326,3.4519991150522125,16.695138579327686,0.28727924968677526,54.2,,0,0,0,14.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0804123729467392,8.04123729467392
